0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
0	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
0	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
0	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
0	9	10	10	10	10	11	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
0	9	10	10	11	12	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
0	9	10	12	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	10	11	13	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
0	10	12	14	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
0	10	13	14	15	16	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
0	10	14	15	16	17	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	18	18	18	18
0	11	14	16	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
0	12	15	16	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	19	19
0	12	15	17	18	18	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
0	13	16	17	18	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
0	13	16	18	18	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
0	14	17	18	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
0	14	17	18	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
0	15	18	19	19	20	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
0	15	18	19	20	20	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
0	15	18	19	20	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
0	16	18	20	20	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
0	16	19	20	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
0	16	19	20	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
0	17	19	20	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
